index,month,year,days,report_date,journey_type,journeys_millions
791,12,2010,31,2011-03-31T00:00:00.000,TfL Rail,
792,2,2022,28,2022-06-30T00:00:00.000,Underground & DLR,87.75874007
793,2,2022,28,2022-06-30T00:00:00.000,Bus,140.4674372
794,2,2022,28,2022-06-30T00:00:00.000,Tram,1.790680814
795,2,2022,28,2022-06-30T00:00:00.000,Overground,12.8878644
796,2,2022,28,2022-06-30T00:00:00.000,Emirates Airline,0.116952
797,2,2022,28,2022-06-30T00:00:00.000,TfL Rail,5.496774
798,1,2022,31,2022-06-30T00:00:00.000,Underground & DLR,86.30268431
799,3,2022,31,2022-06-30T00:00:00.000,Underground & DLR,78.38485223
800,1,2022,31,2022-06-30T00:00:00.000,Bus,134.9875548
801,3,2022,31,2022-06-30T00:00:00.000,Bus,138.0328727
802,1,2022,31,2022-06-30T00:00:00.000,Tram,1.580049835
803,3,2022,31,2022-06-30T00:00:00.000,Tram,1.745495802
804,1,2022,31,2022-06-30T00:00:00.000,Overground,11.975279
805,3,2022,31,2022-06-30T00:00:00.000,Overground,11.08386334
806,1,2022,31,2022-06-30T00:00:00.000,Emirates Airline,0.130421
807,3,2022,31,2022-06-30T00:00:00.000,Emirates Airline,0.146054
808,1,2022,31,2022-06-30T00:00:00.000,TfL Rail,4.3747
809,3,2022,31,2022-06-30T00:00:00.000,TfL Rail,8.062123
810,2,2015,28,2015-06-30T00:00:00.000,Underground & DLR,110.9363985
811,2,2015,28,2015-06-30T00:00:00.000,Bus,180.4511754
812,2,2015,28,2015-06-30T00:00:00.000,Tram,2.009069
813,2,2015,28,2015-06-30T00:00:00.000,Overground,11.81718347
814,2,2015,28,2015-06-30T00:00:00.000,Emirates Airline,0.145261
815,2,2015,28,2015-06-30T00:00:00.000,TfL Rail,
816,1,2015,31,2015-06-30T00:00:00.000,Underground & DLR,123.8548619
817,3,2015,31,2015-06-30T00:00:00.000,Underground & DLR,114.9055978
818,1,2015,31,2015-06-30T00:00:00.000,Bus,203.3982894
819,3,2015,31,2015-06-30T00:00:00.000,Bus,189.8925395
820,1,2015,31,2015-06-30T00:00:00.000,Tram,2.085206
821,3,2015,31,2015-06-30T00:00:00.000,Tram,2.111567
822,1,2015,31,2015-06-30T00:00:00.000,Overground,13.32389054
823,3,2015,31,2015-06-30T00:00:00.000,Overground,14.68160573
824,1,2015,31,2015-06-30T00:00:00.000,Emirates Airline,0.163774
825,3,2015,31,2015-06-30T00:00:00.000,Emirates Airline,0.12034
826,1,2015,31,2015-06-30T00:00:00.000,TfL Rail,
827,3,2015,31,2015-06-30T00:00:00.000,TfL Rail,3.619042039
828,9,2018,30,2018-12-31T00:00:00.000,Underground & DLR,128.1559949
829,9,2018,30,2018-12-31T00:00:00.000,Bus,180.5210914
830,9,2018,30,2018-12-31T00:00:00.000,Tram,2.35507492
831,9,2018,30,2018-12-31T00:00:00.000,Overground,15.59287265
832,9,2018,30,2018-12-31T00:00:00.000,Emirates Airline,0.072416
833,9,2018,30,2018-12-31T00:00:00.000,TfL Rail,4.62602119
834,7,2018,31,2018-12-31T00:00:00.000,Underground & DLR,119.4499156
835,8,2018,31,2018-12-31T00:00:00.000,Underground & DLR,122.8427646
836,7,2018,31,2018-12-31T00:00:00.000,Bus,183.7250794
837,8,2018,31,2018-12-31T00:00:00.000,Bus,175.1653687
838,7,2018,31,2018-12-31T00:00:00.000,Tram,2.397660726
839,8,2018,31,2018-12-31T00:00:00.000,Tram,2.321038206
840,7,2018,31,2018-12-31T00:00:00.000,Overground,15.8087653
841,8,2018,31,2018-12-31T00:00:00.000,Overground,15.63294442
842,7,2018,31,2018-12-31T00:00:00.000,Emirates Airline,0.089514
843,8,2018,31,2018-12-31T00:00:00.000,Emirates Airline,0.124189
844,7,2018,31,2018-12-31T00:00:00.000,TfL Rail,4.722366976
845,8,2018,31,2018-12-31T00:00:00.000,TfL Rail,4.684184207
846,9,2011,30,2011-12-31T00:00:00.000,Underground & DLR,104.1936729
847,9,2011,30,2011-12-31T00:00:00.000,Bus,189.4425409
848,9,2011,30,2011-12-31T00:00:00.000,Tram,2.396722
849,9,2011,30,2011-12-31T00:00:00.000,Overground,9.017742087
850,9,2011,30,2011-12-31T00:00:00.000,Emirates Airline,
851,9,2011,30,2011-12-31T00:00:00.000,TfL Rail,
852,7,2011,31,2011-12-31T00:00:00.000,Underground & DLR,100.5865731
853,8,2011,31,2011-12-31T00:00:00.000,Underground & DLR,103.1316347
854,7,2011,31,2011-12-31T00:00:00.000,Bus,193.4086629
855,8,2011,31,2011-12-31T00:00:00.000,Bus,185.1585965
856,7,2011,31,2011-12-31T00:00:00.000,Tram,2.364217
857,8,2011,31,2011-12-31T00:00:00.000,Tram,2.308021
858,7,2011,31,2011-12-31T00:00:00.000,Overground,8.698969452
859,8,2011,31,2011-12-31T00:00:00.000,Overground,8.802090147
860,7,2011,31,2011-12-31T00:00:00.000,Emirates Airline,
861,8,2011,31,2011-12-31T00:00:00.000,Emirates Airline,
862,7,2011,31,2011-12-31T00:00:00.000,TfL Rail,
863,8,2011,31,2011-12-31T00:00:00.000,TfL Rail,
864,11,2022,30,2023-03-31T00:00:00.000,Underground & DLR,92.61881061
865,11,2022,30,2023-03-31T00:00:00.000,Bus,141.2852413
866,11,2022,30,2023-03-31T00:00:00.000,Tram,1.783315698
867,11,2022,30,2023-03-31T00:00:00.000,Overground,13.13690025
868,11,2022,30,2023-03-31T00:00:00.000,Emirates Airline,0.077991
869,11,2022,30,2023-03-31T00:00:00.000,TfL Rail,13.40484
870,10,2022,31,2023-03-31T00:00:00.000,Underground & DLR,74.26269933
871,12,2022,31,2023-03-31T00:00:00.000,Underground & DLR,97.59914948
872,10,2022,31,2023-03-31T00:00:00.000,Bus,116.9117902
873,12,2022,31,2023-03-31T00:00:00.000,Bus,141.6020729
874,10,2022,31,2023-03-31T00:00:00.000,Tram,1.295158
875,12,2022,31,2023-03-31T00:00:00.000,Tram,1.633231022
876,10,2022,31,2023-03-31T00:00:00.000,Overground,6.868347355
877,12,2022,31,2023-03-31T00:00:00.000,Overground,13.36432424
878,10,2022,31,2023-03-31T00:00:00.000,Emirates Airline,0.095808
879,12,2022,31,2023-03-31T00:00:00.000,Emirates Airline,0.116734
880,10,2022,31,2023-03-31T00:00:00.000,TfL Rail,8.875033
881,12,2022,31,2023-03-31T00:00:00.000,TfL Rail,14.041961
882,4,2019,30,2019-09-30T00:00:00.000,Underground & DLR,121.383085
883,6,2019,30,2019-09-30T00:00:00.000,Underground & DLR,108.1266944
884,4,2019,30,2019-09-30T00:00:00.000,Bus,176.9586057
885,6,2019,30,2019-09-30T00:00:00.000,Bus,159.7781831
886,4,2019,30,2019-09-30T00:00:00.000,Tram,2.318362493
887,6,2019,30,2019-09-30T00:00:00.000,Tram,1.647323423
888,4,2019,30,2019-09-30T00:00:00.000,Overground,14.83199116
889,6,2019,30,2019-09-30T00:00:00.000,Overground,13.52311989
890,4,2019,30,2019-09-30T00:00:00.000,Emirates Airline,0.111299
891,6,2019,30,2019-09-30T00:00:00.000,Emirates Airline,0.132138
892,4,2019,30,2019-09-30T00:00:00.000,TfL Rail,4.628816499
893,6,2019,30,2019-09-30T00:00:00.000,TfL Rail,4.260005959
894,5,2019,31,2019-09-30T00:00:00.000,Underground & DLR,112.1151585
895,5,2019,31,2019-09-30T00:00:00.000,Bus,149.8232367
896,5,2019,31,2019-09-30T00:00:00.000,Tram,2.006081421
897,5,2019,31,2019-09-30T00:00:00.000,Overground,12.94871815
898,5,2019,31,2019-09-30T00:00:00.000,Emirates Airline,0.140624
899,5,2019,31,2019-09-30T00:00:00.000,TfL Rail,4.281006498
900,11,2015,30,2016-03-31T00:00:00.000,Underground & DLR,116.0941034
901,11,2015,30,2016-03-31T00:00:00.000,Bus,179.5026361
902,11,2015,30,2016-03-31T00:00:00.000,Tram,2.133401629
903,11,2015,30,2016-03-31T00:00:00.000,Overground,15.39186469
904,11,2015,30,2016-03-31T00:00:00.000,Emirates Airline,0.074064944
905,11,2015,30,2016-03-31T00:00:00.000,TfL Rail,3.767157214
906,10,2015,31,2016-03-31T00:00:00.000,Underground & DLR,92.48038021
907,12,2015,31,2016-03-31T00:00:00.000,Underground & DLR,118.7645367
908,10,2015,31,2016-03-31T00:00:00.000,Bus,147.1039225
909,12,2015,31,2016-03-31T00:00:00.000,Bus,175.9804637
910,10,2015,31,2016-03-31T00:00:00.000,Tram,1.848881
911,12,2015,31,2016-03-31T00:00:00.000,Tram,2.231009117
912,10,2015,31,2016-03-31T00:00:00.000,Overground,11.31366562
913,12,2015,31,2016-03-31T00:00:00.000,Overground,14.49889317
914,10,2015,31,2016-03-31T00:00:00.000,Emirates Airline,0.08393
915,12,2015,31,2016-03-31T00:00:00.000,Emirates Airline,0.108914338
916,10,2015,31,2016-03-31T00:00:00.000,TfL Rail,2.964734366
917,12,2015,31,2016-03-31T00:00:00.000,TfL Rail,3.234045687
918,4,2012,30,2012-09-30T00:00:00.000,Underground & DLR,104.8355659
919,6,2012,30,2012-09-30T00:00:00.000,Underground & DLR,102.6284804
920,4,2012,30,2012-09-30T00:00:00.000,Bus,189.9110592
921,6,2012,30,2012-09-30T00:00:00.000,Bus,177.0473123
922,4,2012,30,2012-09-30T00:00:00.000,Tram,2.489121454
923,6,2012,30,2012-09-30T00:00:00.000,Tram,2.350059961
924,4,2012,30,2012-09-30T00:00:00.000,Overground,8.871851218
925,6,2012,30,2012-09-30T00:00:00.000,Overground,9.825229929
926,4,2012,30,2012-09-30T00:00:00.000,Emirates Airline,0.236025
927,6,2012,30,2012-09-30T00:00:00.000,Emirates Airline,0.381347
928,4,2012,30,2012-09-30T00:00:00.000,TfL Rail,
929,6,2012,30,2012-09-30T00:00:00.000,TfL Rail,
930,5,2012,31,2012-09-30T00:00:00.000,Underground & DLR,113.6290531
931,5,2012,31,2012-09-30T00:00:00.000,Bus,167.1383355
932,5,2012,31,2012-09-30T00:00:00.000,Tram,2.328187675
933,5,2012,31,2012-09-30T00:00:00.000,Overground,10.50640562
934,5,2012,31,2012-09-30T00:00:00.000,Emirates Airline,0.534218
935,5,2012,31,2012-09-30T00:00:00.000,TfL Rail,
